14777,NO
9924,SI
13472,SI
10480,NO
11293,SI
6604,SI
6753,SI
150,NO
9891,SI
3194,SI
11275,SI
9894,NO
6468,SI
403,SI
6468,SI
12530,SI
9891,SI
814,SI
916,NO
9294,NO
12087,SI
13057,NO
13899,SI
11310,SI
6485,SI
2299,SI
916,NO
10819,SI
6715,SI
14493,NO
13640,SI
13481,SI
10162,SI
14223,SI
8986,SI
10573,NO
14627,SI
6760,SI
10636,NO
7562,NO
13879,SI
10627,SI
7595,SI
4784,SI
11319,SI
427,SI
427,SI
12240,SI
8668,NO
13967,NO
10602,SI
6084,SI
2299,SI
13877,SI
14787,NO
9729,SI
6457,SI
6084,SI
12875,NO
10684,SI
13900,SI
13534,SI
10813,SI
9283,SI
11300,SI
9425,SI
13877,SI
9859,NO
9596,SI
10723,SI
14061,NO
12692,SI
8077,SI
7913,NO
4137,SI
11301,NO
10701,SI
14663,SI
3366,SI
3366,SI
9505,SI
1120,SI
1118,SI
9501,SI
14746,SI
4483,SI
14761,SI
8376,SI
5386,SI
12684,SI
7655,SI
13384,SI
14060,NO
13049,NO
13968,NO
14540,NO
7973,SI
8546,SI
14540,NO
4588,SI
9816,SI
6960,NO
8263,NO
10795,NO
13404,SI
9826,SI
6390,SI
13828,SI
13904,SI
10548,SI
3330,SI
10644,SI
10548,SI
1656,SI
5932,SI
7003,SI
9638,NO
7922,SI
14551,SI
11389,NO
10933,SI
9107,SI
10198,NO
9312,NO
118,SI
1373,NO
6852,SI
6852,SI
10821,SI
10794,NO
6852,SI
13803,SI
9805,SI
11030,NO
5886,SI
13661,NO
10932,SI
1656,SI
12267,NO
13832,SI
12596,SI
11007,SI
9651,SI
13651,SI
9805,SI
5967,NO
10537,NO
7899,SI
13801,SI
2187,SI
8882,SI
6908,NO
9875,SI
3219,NO
8912,NO
10774,SI
10658,NO
14658,NO
12742,SI
10746,SI
13968,NO
3306,NO
10605,SI
10605,SI
7117,SI
9868,NO
14647,NO
9822,NO
13506,NO
10793,NO
9496,NO
158,SI
4483,NO
10859,NO
14600,NO
13317,NO
8810,NO
6840,SI
9701,NO
11256,NO
9642,SI
13391,NO
14599,NO
8792,NO
13542,NO
2932,NO
9596,NO
12616,NO
7527,NO
10577,NO
13469,NO
8501,NO
5713,NO
9369,NO
14687,NO
14647,NO
6852,NO
10704,NO
13441,NO
13796,NO
13433,NO
8792,NO
10862,NO
9369,NO
1636,NO
13877,NO
13737,SI
7996,SI
9561,NO
7996,SI
8792,NO
9507,NO
5726,SI
9496,NO
5726,SI
5656,SI
5656,SI
5726,SI
4446,NO
12875,NO
9744,NO
9744,NO
9744,NO
14460,SI
